Date,Province,Confirmed,Deaths
Apr-18,Nova Scotia,1.6334684555795864,0.47712125471966244
Apr-19,Nova Scotia,1.414973347970818,0.3010299956639812
Apr-20,Nova Scotia,1.662757831681574,null
Jan-23,Ontario,null,null
Jan-24,Ontario,null,null
Jan-25,Ontario,null,null
Jan-26,Ontario,0.0,null
Jan-27,Ontario,null,null
Jan-28,Ontario,null,null
Jan-29,Ontario,null,null
Jan-30,Ontario,null,null
Jan-31,Ontario,0.3010299956639812,null
Feb-01,Ontario,null,null
Feb-02,Ontario,null,null
Feb-03,Ontario,null,null
Feb-04,Ontario,null,null
Feb-05,Ontario,null,null
Feb-06,Ontario,null,null
Feb-07,Ontario,null,null
Feb-08,Ontario,null,null
Feb-09,Ontario,null,null
Feb-10,Ontario,null,null
Feb-11,Ontario,null,null
Feb-12,Ontario,null,null
Feb-13,Ontario,null,null
Feb-14,Ontario,null,null
Feb-15,Ontario,null,null
Feb-16,Ontario,null,null
Feb-17,Ontario,null,null
Feb-18,Ontario,null,null
Feb-19,Ontario,null,null
Feb-20,Ontario,null,null
Feb-21,Ontario,null,null
Feb-22,Ontario,null,null
Feb-23,Ontario,null,null
Feb-24,Ontario,0.0,null
Feb-25,Ontario,null,null
Feb-26,Ontario,null,null
Feb-27,Ontario,0.3010299956639812,null
Feb-28,Ontario,null,null
Feb-29,Ontario,0.6989700043360189,null
Mar-01,Ontario,0.6020599913279624,null
Mar-02,Ontario,0.47712125471966244,null
Mar-03,Ontario,0.3010299956639812,null
Mar-04,Ontario,null,null
Mar-05,Ontario,0.3010299956639812,null
Mar-06,Ontario,0.47712125471966244,null
Mar-07,Ontario,0.47712125471966244,null
Mar-08,Ontario,0.0,null
Mar-09,Ontario,0.6989700043360189,null
Mar-10,Ontario,0.3010299956639812,null
Mar-11,Ontario,0.6989700043360189,null
Mar-12,Ontario,0.0,null
Mar-13,Ontario,1.505149978319906,null
Mar-14,Ontario,0.6989700043360189,null
Mar-15,Ontario,1.3979400086720377,null
Mar-16,Ontario,1.863322860120456,null
Mar-17,Ontario,0.9030899869919435,0.0
Mar-18,Ontario,1.5563025007672873,null
Mar-19,Ontario,1.5563025007672873,null
Mar-20,Ontario,1.7075701760979363,0.0
Mar-21,Ontario,1.8388490907372552,0.0
Mar-22,Ontario,1.6812412373755872,0.3010299956639812
Mar-23,Ontario,1.8920946026904804,0.0
Mar-24,Ontario,1.9294189257142926,0.0
Mar-25,Ontario,2.0,0.0
Mar-26,Ontario,2.230448921378274,0.6989700043360189
Mar-27,Ontario,2.1335389083702174,0.6989700043360189
Mar-28,Ontario,2.1760912590556813,null
Mar-29,Ontario,2.3242824552976926,0.47712125471966244
Mar-30,Ontario,2.545307116465824,1.0
Mar-31,Ontario,2.4149733479708178,0.3010299956639812
Apr-01,Ontario,2.629409599102719,0.6020599913279624
Apr-02,Ontario,2.603144372620182,1.2041199826559248
Apr-03,Ontario,2.6646419755561257,1.146128035678238
Apr-04,Ontario,2.574031267727719,1.4313637641589874
Apr-05,Ontario,2.859738566197147,1.3979400086720377
Apr-06,Ontario,null,1.4913616938342726
Apr-07,Ontario,2.578639209968072,0.47712125471966244
Apr-08,Ontario,2.7403626894942437,null
Apr-09,Ontario,2.683947130751512,1.6720978579357175
Apr-10,Ontario,2.6794278966121188,1.3424226808222062
Apr-11,Ontario,2.6138418218760693,1.4913616938342726
Apr-12,Ontario,2.603144372620182,1.3222192947339193
Apr-13,Ontario,2.6242820958356683,1.2304489213782739
Apr-14,Ontario,2.683947130751512,1.6334684555795864
Apr-15,Ontario,2.693726948923647,1.7075701760979363
Apr-16,Ontario,3.1439511164239633,2.0211892990699383
Apr-17,Ontario,2.7895807121644256,1.5314789170422551
Apr-18,Ontario,2.745855195173729,1.6020599913279623
Apr-19,Ontario,2.738780558484369,1.4313637641589874
Apr-20,Ontario,2.7007037171450192,1.5185139398778875
Jan-23,Prince Edward Island,null,null
Jan-24,Prince Edward Island,null,null
Jan-25,Prince Edward Island,null,null
Jan-26,Prince Edward Island,null,null
Jan-27,Prince Edward Island,null,null
Jan-28,Prince Edward Island,null,null
Jan-29,Prince Edward Island,null,null
Jan-30,Prince Edward Island,null,null
Jan-31,Prince Edward Island,null,null
Feb-01,Prince Edward Island,null,null
Feb-02,Prince Edward Island,null,null
Feb-03,Prince Edward Island,null,null
Feb-04,Prince Edward Island,null,null
Feb-05,Prince Edward Island,null,null
Feb-06,Prince Edward Island,null,null
Feb-07,Prince Edward Island,null,null
Feb-08,Prince Edward Island,null,null
Feb-09,Prince Edward Island,null,null
Feb-10,Prince Edward Island,null,null
Feb-11,Prince Edward Island,null,null
Feb-12,Prince Edward Island,null,null
Feb-13,Prince Edward Island,null,null
Feb-14,Prince Edward Island,null,null
Feb-15,Prince Edward Island,null,null
Feb-16,Prince Edward Island,null,null
Feb-17,Prince Edward Island,null,null
Feb-18,Prince Edward Island,null,null
Feb-19,Prince Edward Island,null,null
Feb-20,Prince Edward Island,null,null
Feb-21,Prince Edward Island,null,null
Feb-22,Prince Edward Island,null,null
Feb-23,Prince Edward Island,null,null
Feb-24,Prince Edward Island,null,null
Feb-25,Prince Edward Island,null,null
Feb-26,Prince Edward Island,null,null
Feb-27,Prince Edward Island,null,null
Feb-28,Prince Edward Island,null,null
Feb-29,Prince Edward Island,null,null
Mar-01,Prince Edward Island,null,null
Mar-02,Prince Edward Island,null,null
Mar-03,Prince Edward Island,null,null
Mar-04,Prince Edward Island,null,null
Mar-05,Prince Edward Island,null,null
Mar-06,Prince Edward Island,null,null
Mar-07,Prince Edward Island,null,null
Mar-08,Prince Edward Island,null,null
Mar-09,Prince Edward Island,null,null
Mar-10,Prince Edward Island,null,null
Mar-11,Prince Edward Island,null,null
Mar-12,Prince Edward Island,null,null
Mar-13,Prince Edward Island,null,null
Mar-14,Prince Edward Island,null,null
Mar-15,Prince Edward Island,0.0,null
Mar-16,Prince Edward Island,null,null
Mar-17,Prince Edward Island,null,null
Mar-18,Prince Edward Island,null,null
Mar-19,Prince Edward Island,0.0,null
Mar-20,Prince Edward Island,null,null
Mar-21,Prince Edward Island,null,null
Mar-22,Prince Edward Island,0.0,null
Mar-23,Prince Edward Island,null,null
Mar-24,Prince Edward Island,null,null
Mar-25,Prince Edward Island,0.3010299956639812,null
Mar-26,Prince Edward Island,null,null
Mar-27,Prince Edward Island,0.6020599913279624,null
Mar-28,Prince Edward Island,0.3010299956639812,null
Mar-29,Prince Edward Island,null,null
Mar-30,Prince Edward Island,0.8450980400142568,null
Mar-31,Prince Edward Island,0.47712125471966244,null
Apr-01,Prince Edward Island,null,null
Apr-02,Prince Edward Island,0.0,null
Apr-03,Prince Edward Island,null,null
Apr-04,Prince Edward Island,null,null
Apr-05,Prince Edward Island,null,null
Apr-06,Prince Edward Island,null,null
Apr-07,Prince Edward Island,null,null
Apr-08,Prince Edward Island,0.47712125471966244,0.0
Apr-09,Prince Edward Island,null,null
Apr-10,Prince Edward Island,null,null
Apr-11,Prince Edward Island,null,null
Apr-12,Prince Edward Island,null,null
Apr-13,Prince Edward Island,null,null
Apr-14,Prince Edward Island,null,null
Apr-15,Prince Edward Island,0.0,null
Apr-16,Prince Edward Island,null,null
Apr-17,Prince Edward Island,null,null
Apr-18,Prince Edward Island,null,null
Apr-19,Prince Edward Island,null,null
Apr-20,Prince Edward Island,null,null
Jan-23,Quebec,null,null
Jan-24,Quebec,null,null
Jan-25,Quebec,null,null
Jan-26,Quebec,null,null
Jan-27,Quebec,null,null
Jan-28,Quebec,null,null
Jan-29,Quebec,null,null
Jan-30,Quebec,null,null
Jan-31,Quebec,null,null
Feb-01,Quebec,null,null
Feb-02,Quebec,null,null
Feb-03,Quebec,null,null
Feb-04,Quebec,null,null
Feb-05,Quebec,null,null
Feb-06,Quebec,null,null
Feb-07,Quebec,null,null
Feb-08,Quebec,null,null
Feb-09,Quebec,null,null
Feb-10,Quebec,null,null
Feb-11,Quebec,null,null
Feb-12,Quebec,null,null
Feb-13,Quebec,null,null
Feb-14,Quebec,null,null
Feb-15,Quebec,null,null
Feb-16,Quebec,null,null
Feb-17,Quebec,null,null
Feb-18,Quebec,null,null
Feb-19,Quebec,null,null
Feb-20,Quebec,null,null
Feb-21,Quebec,null,null
Feb-22,Quebec,null,null
Feb-23,Quebec,null,null
Feb-24,Quebec,null,null
Feb-25,Quebec,null,null
Feb-26,Quebec,null,null
Feb-27,Quebec,null,null
Feb-28,Quebec,0.0,null
Feb-29,Quebec,null,null
Mar-01,Quebec,null,null
Mar-02,Quebec,null,null
Mar-03,Quebec,null,null
Mar-04,Quebec,null,null
Mar-05,Quebec,0.0,null
Mar-06,Quebec,null,null
Mar-07,Quebec,0.0,null
Mar-08,Quebec,0.0,null
Mar-09,Quebec,null,null
Mar-10,Quebec,null,null
Mar-11,Quebec,0.6020599913279624,null
Mar-12,Quebec,0.0,null
Mar-13,Quebec,0.9030899869919435,null
Mar-14,Quebec,null,null
Mar-15,Quebec,0.8450980400142568,null
Mar-16,Quebec,1.414973347970818,null
Mar-17,Quebec,1.380211241711606,null
Mar-18,Quebec,1.3010299956639813,null
Mar-19,Quebec,1.4313637641589874,0.0
Mar-20,Quebec,1.255272505103306,null
Mar-21,Quebec,1.6232492903979006,0.6020599913279624
Mar-22,Quebec,1.5797835966168101,null
Mar-23,Quebec,2.611723308007342,null
Mar-24,Quebec,2.5854607295085006,null
Mar-25,Quebec,2.5171958979499744,0.3010299956639812
Mar-26,Quebec,2.462397997898956,0.3010299956639812
Mar-27,Quebec,2.593286067020457,1.0
Mar-28,Quebec,2.6757783416740852,0.6020599913279624
Mar-29,Quebec,2.534026106056135,null
Mar-30,Quebec,2.7708520116421442,null
Mar-31,Quebec,2.864511081058392,0.9542425094393249
Apr-01,Quebec,2.6522463410033232,0.3010299956639812
Apr-02,Quebec,2.957607287060095,0.47712125471966244
Apr-03,Quebec,2.765668554759014,1.3979400086720377
Apr-04,Quebec,null,null
Apr-05,Quebec,3.2655253352190736,1.146128035678238
Apr-06,Quebec,2.803457115648414,1.662757831681574
Apr-07,Quebec,2.8808135922807914,1.462397997898956
Apr-08,Quebec,2.8394780473741985,1.3979400086720377
Apr-09,Quebec,2.9449759084120477,1.6127838567197355
Apr-10,Quebec,2.8836614351536176,1.3979400086720377
Apr-11,Quebec,2.788875115775417,1.6812412373755872
Apr-12,Quebec,2.74350976472843,1.591064607026499
Apr-13,Quebec,2.851869600729766,1.505149978319906
Apr-14,Quebec,2.8394780473741985,1.8750612633917
Apr-15,Quebec,2.7867514221455614,1.7160033436347992
Apr-16,Quebec,2.998695158311656,2.155336037465062
Apr-17,Quebec,2.973589623427257,1.7634279935629373
Apr-18,Quebec,2.859138297294531,null
Apr-19,Quebec,2.6324572921847245,2.12057393120585
Apr-20,Quebec,3.13640344813399,2.0755469613925306
Jan-23,Saskatchewan,null,null
Jan-24,Saskatchewan,null,null
Jan-25,Saskatchewan,null,null
Jan-26,Saskatchewan,null,null
Jan-27,Saskatchewan,null,null
Jan-28,Saskatchewan,null,null
Jan-29,Saskatchewan,null,null
Jan-30,Saskatchewan,null,null
Jan-31,Saskatchewan,null,null
Feb-01,Saskatchewan,null,null
Feb-02,Saskatchewan,null,null
Feb-03,Saskatchewan,null,null
Feb-04,Saskatchewan,null,null
Feb-05,Saskatchewan,null,null
Feb-06,Saskatchewan,null,null
Feb-07,Saskatchewan,null,null
Feb-08,Saskatchewan,null,null
Feb-09,Saskatchewan,null,null
Feb-10,Saskatchewan,null,null
Feb-11,Saskatchewan,null,null
Feb-12,Saskatchewan,null,null
Feb-13,Saskatchewan,null,null
Feb-14,Saskatchewan,null,null
Feb-15,Saskatchewan,null,null
Feb-16,Saskatchewan,null,null
Feb-17,Saskatchewan,null,null
Feb-18,Saskatchewan,null,null
Feb-19,Saskatchewan,null,null
Feb-20,Saskatchewan,null,null
Feb-21,Saskatchewan,null,null
Feb-22,Saskatchewan,null,null
Feb-23,Saskatchewan,null,null
Feb-24,Saskatchewan,null,null
Feb-25,Saskatchewan,null,null
Feb-26,Saskatchewan,null,null
Feb-27,Saskatchewan,null,null
Feb-28,Saskatchewan,null,null
Feb-29,Saskatchewan,null,null
Mar-01,Saskatchewan,null,null
Mar-02,Saskatchewan,null,null
Mar-03,Saskatchewan,null,null
Mar-04,Saskatchewan,null,null
Mar-05,Saskatchewan,null,null
Mar-06,Saskatchewan,null,null
Mar-07,Saskatchewan,null,null
Mar-08,Saskatchewan,null,null
Mar-09,Saskatchewan,null,null
Mar-10,Saskatchewan,null,null
Mar-11,Saskatchewan,null,null
Mar-12,Saskatchewan,null,null
Mar-13,Saskatchewan,0.3010299956639812,null
Mar-14,Saskatchewan,null,null
Mar-15,Saskatchewan,null,null
Mar-16,Saskatchewan,0.6989700043360189,null
Mar-17,Saskatchewan,null,null
Mar-18,Saskatchewan,0.0,null
Mar-19,Saskatchewan,0.9030899869919435,null
Mar-20,Saskatchewan,0.6020599913279624,null
Mar-21,Saskatchewan,0.7781512503836436,null
Mar-22,Saskatchewan,1.414973347970818,null
Mar-23,Saskatchewan,1.146128035678238,null
Mar-24,Saskatchewan,0.7781512503836436,null
Mar-25,Saskatchewan,null,null
Mar-26,Saskatchewan,1.3617278360175928,null
Mar-27,Saskatchewan,null,null
Mar-28,Saskatchewan,1.591064607026499,null
Mar-29,Saskatchewan,1.3424226808222062,null
Mar-30,Saskatchewan,null,0.3010299956639812
Mar-31,Saskatchewan,1.4471580313422192,null
Apr-01,Saskatchewan,0.9542425094393249,0.0
Apr-02,Saskatchewan,1.1139433523068367,null
Apr-03,Saskatchewan,1.146128035678238,null
Apr-04,Saskatchewan,null,null
Apr-05,Saskatchewan,1.462397997898956,null
Apr-06,Saskatchewan,null,null
Apr-07,Saskatchewan,1.0413926851582251,null
Apr-08,Saskatchewan,null,null
Apr-09,Saskatchewan,1.0413926851582251,null
Apr-10,Saskatchewan,1.146128035678238,null
Apr-11,Saskatchewan,0.6020599913279624,0.0
Apr-12,Saskatchewan,0.9542425094393249,null
Apr-13,Saskatchewan,0.3010299956639812,null
Apr-14,Saskatchewan,null,null
Apr-15,Saskatchewan,0.6020599913279624,null
Apr-16,Saskatchewan,0.0,null
Apr-17,Saskatchewan,0.3010299956639812,null
Apr-18,Saskatchewan,0.7781512503836436,null
Apr-19,Saskatchewan,0.3010299956639812,null
Apr-20,Saskatchewan,0.0,null
Jan-23,Repartriated Canadians,null,null
Jan-24,Repartriated Canadians,null,null
Jan-25,Repartriated Canadians,null,null
Jan-26,Repartriated Canadians,null,null
Jan-27,Repartriated Canadians,null,null
Jan-28,Repartriated Canadians,null,null
Jan-29,Repartriated Canadians,null,null
Jan-30,Repartriated Canadians,null,null
Jan-31,Repartriated Canadians,null,null
Feb-01,Repartriated Canadians,null,null
Feb-02,Repartriated Canadians,null,null
Feb-03,Repartriated Canadians,null,null
Feb-04,Repartriated Canadians,null,null
Feb-05,Repartriated Canadians,null,null
Feb-06,Repartriated Canadians,null,null
Feb-07,Repartriated Canadians,null,null
Feb-08,Repartriated Canadians,null,null
Feb-09,Repartriated Canadians,null,null
Feb-10,Repartriated Canadians,null,null
Feb-11,Repartriated Canadians,null,null
Feb-12,Repartriated Canadians,null,null
Feb-13,Repartriated Canadians,null,null
Feb-14,Repartriated Canadians,null,null
Feb-15,Repartriated Canadians,null,null
Feb-16,Repartriated Canadians,null,null
Feb-17,Repartriated Canadians,null,null
Feb-18,Repartriated Canadians,null,null
Feb-19,Repartriated Canadians,null,null
Feb-20,Repartriated Canadians,null,null
Feb-21,Repartriated Canadians,null,null
Feb-22,Repartriated Canadians,null,null
Feb-23,Repartriated Canadians,null,null
Feb-24,Repartriated Canadians,null,null
Feb-25,Repartriated Canadians,null,null
Feb-26,Repartriated Canadians,null,null
Feb-27,Repartriated Canadians,null,null
Feb-28,Repartriated Canadians,null,null
Feb-29,Repartriated Canadians,null,null
Mar-01,Repartriated Canadians,null,null
Mar-02,Repartriated Canadians,null,null
Mar-03,Repartriated Canadians,null,null
Mar-04,Repartriated Canadians,null,null
Mar-05,Repartriated Canadians,null,null
Mar-06,Repartriated Canadians,null,null
Mar-07,Repartriated Canadians,null,null
Mar-08,Repartriated Canadians,null,null
Mar-09,Repartriated Canadians,null,null
Mar-10,Repartriated Canadians,null,null
Mar-11,Repartriated Canadians,null,null
Mar-12,Repartriated Canadians,null,null
Mar-13,Repartriated Canadians,0.3010299956639812,null
Mar-14,Repartriated Canadians,null,null
Mar-15,Repartriated Canadians,null,null
Mar-16,Repartriated Canadians,null,null
Mar-17,Repartriated Canadians,0.7781512503836436,null
Mar-18,Repartriated Canadians,0.0,null
Mar-19,Repartriated Canadians,null,null
Mar-20,Repartriated Canadians,0.0,null
Mar-21,Repartriated Canadians,null,null
Mar-22,Repartriated Canadians,0.47712125471966244,0.0
Mar-23,Repartriated Canadians,null,null
Mar-24,Repartriated Canadians,null,null
Mar-25,Repartriated Canadians,null,null
Mar-26,Repartriated Canadians,null,null
Mar-27,Repartriated Canadians,null,null
Mar-28,Repartriated Canadians,null,null
Mar-29,Repartriated Canadians,null,null
Mar-30,Repartriated Canadians,null,null
Mar-31,Repartriated Canadians,null,null
Apr-01,Repartriated Canadians,null,null
Apr-02,Repartriated Canadians,null,null
Apr-03,Repartriated Canadians,null,null
Apr-04,Repartriated Canadians,null,null
Apr-05,Repartriated Canadians,null,null
Apr-06,Repartriated Canadians,null,null
Apr-07,Repartriated Canadians,null,null
Apr-08,Repartriated Canadians,null,null
Apr-09,Repartriated Canadians,null,null
Apr-10,Repartriated Canadians,null,null
Apr-11,Repartriated Canadians,null,null
Apr-12,Repartriated Canadians,null,null
Apr-13,Repartriated Canadians,null,null
Apr-14,Repartriated Canadians,null,null
Apr-15,Repartriated Canadians,null,null
Apr-16,Repartriated Canadians,null,null
Apr-17,Repartriated Canadians,null,null
Apr-18,Repartriated Canadians,null,null
Apr-19,Repartriated Canadians,null,null
Apr-20,Repartriated Canadians,null,null
Jan-23,Canada,null,null
Jan-24,Canada,null,null
Jan-25,Canada,null,null
Jan-26,Canada,0.0,null
Jan-27,Canada,null,null
Jan-28,Canada,0.0,null
Jan-29,Canada,null,null
Jan-30,Canada,null,null
Jan-31,Canada,0.3010299956639812,null
Feb-01,Canada,null,null
Feb-02,Canada,null,null
Feb-03,Canada,null,null
Feb-04,Canada,null,null
Feb-05,Canada,0.0,null
Feb-06,Canada,null,null
Feb-07,Canada,0.3010299956639812,null
Feb-08,Canada,null,null
Feb-09,Canada,null,null
Feb-10,Canada,null,null
Feb-11,Canada,null,null
Feb-12,Canada,null,null
Feb-13,Canada,null,null
Feb-14,Canada,null,null
Feb-15,Canada,null,null
Feb-16,Canada,null,null
Feb-17,Canada,0.0,null
Feb-18,Canada,null,null
Feb-19,Canada,null,null
Feb-20,Canada,null,null
Feb-21,Canada,0.0,null
Feb-22,Canada,null,null
Feb-23,Canada,null,null
Feb-24,Canada,0.0,null
Feb-25,Canada,0.0,null
Feb-26,Canada,null,null
Feb-27,Canada,0.3010299956639812,null
Feb-28,Canada,0.0,null
Feb-29,Canada,0.7781512503836436,null
Mar-01,Canada,0.6020599913279624,null
Mar-02,Canada,0.47712125471966244,null
Mar-03,Canada,0.47712125471966244,null
Mar-04,Canada,0.47712125471966244,null
Mar-05,Canada,0.6020599913279624,null
Mar-06,Canada,1.0791812460476249,null
Mar-07,Canada,0.6989700043360189,null
Mar-08,Canada,1.0,null
Mar-09,Canada,1.1139433523068367,0.0
Mar-10,Canada,0.3010299956639812,null
Mar-11,Canada,1.462397997898956,null
Mar-12,Canada,0.9542425094393249,null
Mar-13,Canada,1.8808135922807914,null
Mar-14,Canada,0.6989700043360189,null
Mar-15,Canada,1.7323937598229686,null
Mar-16,Canada,2.2121876044039577,0.47712125471966244
Mar-17,Canada,1.7993405494535817,0.0
Mar-18,Canada,2.2528530309798933,0.47712125471966244
Mar-19,Canada,2.155336037465062,0.0
Mar-20,Canada,2.155336037465062,0.47712125471966244
Mar-21,Canada,2.5237464668115646,0.8450980400142568
Mar-22,Canada,2.2833012287035497,0.3010299956639812
Mar-23,Canada,2.791690649020118,0.6020599913279624
Mar-24,Canada,2.846337112129805,0.0
Mar-25,Canada,2.663700925389648,0.6020599913279624
Mar-26,Canada,2.8981764834976764,0.9030899869919435
Mar-27,Canada,2.806179973983887,1.2041199826559248
Mar-28,Canada,2.951337518795918,0.8450980400142568
Mar-29,Canada,2.847572659142112,0.47712125471966244
Mar-30,Canada,3.0484418035504044,1.2041199826559248
Mar-31,Canada,3.052693941924968,1.3222192947339193
Apr-01,Canada,3.0141003215196207,0.9030899869919435
Apr-02,Canada,3.236537261488694,1.4771212547196624
Apr-03,Canada,3.061829307294699,1.6020599913279623
Apr-04,Canada,2.7331972651065692,1.591064607026499
Apr-05,Canada,3.4437322414015967,1.6127838567197355
Apr-06,Canada,2.90687353472207,1.9030899869919435
Apr-07,Canada,3.116939646550756,1.5563025007672873
Apr-08,Canada,3.103461622094705,1.505149978319906
Apr-09,Canada,3.179838928023187,1.9822712330395684
Apr-10,Canada,3.1476763242410986,1.7323937598229686
Apr-11,Canada,3.0993352776859577,1.9867717342662448
Apr-12,Canada,2.9921114877869495,1.7781512503836436
Apr-13,Canada,3.140193678578631,1.8129133566428555
Apr-14,Canada,3.1319392952104246,2.0791812460476247
Apr-15,Canada,3.0696680969115957,2.0293837776852097
Apr-16,Canada,3.4149733479708178,2.399673721481038
Apr-17,Canada,3.302114376956201,1.9867717342662448
Apr-18,Canada,3.188084373714938,1.6532125137753437
Apr-19,Canada,3.1061908972634154,2.214843848047698
Apr-20,Canada,3.3064250275506875,2.2095150145426308
